question,intent
박물관 여행지 갈 데 없나요,여행지
해수욕장 원한다,여행지
가까운 스키 여행지 어디죠,여행지
휴식 취할만한 관광지 어딨니,여행지
여행지 띄워주었음 좋겠어,여행지
비 오면 시장 여행 힘들텐데,여행지
템플스테이 가고 싶네요,여행지
생각없이 갈만한 놀이동산 알려주세요,여행지
시장 원해,여행지
테니스장 알고 싶네요,여행지
추천할만한 놀이공원,여행지
놀이공원 공연 추천 부탁해요,여행지
경기장 없을까,여행지
즐길만한 공연 가고 싶어,여행지
가까운 식물원 어디 가야 할지 모르겠어요,여행지
혹시 미술관 공연 있니,여행지
성지순례 공연,여행지
배구장 가고 싶네,여행지
갈만한 등산 공연 알고 싶어요,여행지
머리 식힐만한 공연 없나,여행지
동물원 공연 알려줘 봐요,여행지
등산해보고 싶은데 갈만한 곳,여행지
유명한 산,여행지
가볼 만한 놀이공원 알려줘,여행지
꽃구경 장소 알려주세요,여행지
자주 갈법한 공연 알려줘,여행지
괜찮은 산책로,여행지
추천할만한 야구 공연,여행지
공연 띄워줘,여행지
물놀이 원해 갈만한 곳,여행지
식물원 알려줘 봐,여행지
산 공연,여행지
공연 알려주지 않을래,여행지
단풍놀이 공연 갈래,여행지
단풍놀이 공연 모두 알려주세요,여행지
시장구경 어딜 가야 잘했다 할까,여행지
괜찮은 시장 공연 추천해 줘,여행지
갈만한 꽃놀이 공연 구경하고 싶다,여행지
가까운 공연 추천해 줘,여행지
워터파크 좀 알려줘,여행지
갈만한 공연 있어야 하는데,여행지
단풍 공연 추천해 주세요,여행지
인기 좋은 등산로 없나요,여행지
어디 공연 갈거니,여행지
많이 찾는 꽃구경,여행지
수영 할만한 곳 있니,여행지
축구장 공연장,여행지
너라면 어디 공연장 갈래,여행지
유명한 계곡 공연장 있지,여행지
재밌는 축제 원해요,여행지
갈만한 등산 공연장 추천받고 싶어요,여행지
경기장 구경하고 싶어,여행지
박물관 공연장 갈 데 없나,여행지
공연장 몰라서 문젠데,여행지
갈만한 스키장 공연장 가보고 싶네요,여행지
가까운 물놀이 빨리 말해요,여행지
갈만한 산 말해주세요,여행지
심심한데 산책 장소 있나,여행지
가까운 등산 갈래,여행지
가볍게 가볼만한 공연장 없을까,여행지
축구 공연장 보여줘,여행지
문학관 공연장 추천해 봐,여행지
꽃 핀 곳 알려줘,여행지
가까운 스키장 공연장 있나요,여행지
꽃구경 하고 싶다,여행지
꽃구경 어디 가야 잘했다 할까,여행지
가기 좋은 계곡 추천해 줘,여행지
분위기 있는 카페,여행지
경기장 어디,여행지
꽤 유명한 축제,여행지
유명한 스키장 어디 있죠,여행지
무서운 놀이동산 있나요,여행지
어디 공연장 추천할래요,여행지
문학관 공연장 궁금해,여행지
갈만한 스키 여행지 말해주실래요,여행지
갈만한 스키 여행지 보여주세요,여행지
여행지 어디 있냐,여행지
가까운 단풍놀이 여행지 알려주길 바래,여행지
여행지 몰라서 문젠데요,여행지
상쾌한 여행지,여행지
인기많은 여행지,여행지
시장 있나요,여행지
갈만한 연극 여행지 알고 싶은데요,여행지
당구장 띄워줘요,여행지
가까운 수목원 어디인지 모르겠어,여행지
시장 보고 싶다고요,여행지
연극 보고 싶어,여행지
가까운 계곡 추천 좀 해줘 봐요,여행지
놀이동산 있어,여행지
스키장 추천해 줘,여행지
좋은 수영장 알려줄래,여행지
추천해 주고 싶은 꽃놀이,여행지
꽃구경 해보고 싶네,여행지
여행지 띄워주겠니,여행지
시간 가는줄 모르는 공연 있나요,여행지
추천해봄직한 여행지 알려줘,여행지
꽃구경 추천받고 싶네,여행지
가까운 문학관 여행지 가보는 것 어때,여행지
가까운 절 여행지 보여주길 바래요,여행지
유명한 박물관 보여줘 봐,여행지
보령 근처 가볼 만한 관광지 알려줘봐요,여행지
쳥양 근처 구경하기 좋은 구경거리 보여줘,여행지
부여군 근처 가볼 만한 곳 없니,여행지
미추홀구 좋은데 있니,여행지
연수구 가면 어디 갈까,여행지
남동구 갈만한 곳 보여줘,여행지
부평구 유명한 곳 어디 있니,여행지
계양구 관광지 말씀해 주세요,여행지
건대 근처 유명한 곳 있니,여행지
가평 좋은 관광지 없나,여행지
의정부 유명한 관광지 없나요,여행지
양주 관광지 궁금해,여행지
중구 구경거리 어디 있냐,여행지
북구 관광지 추천 해주라,여행지
춘천 관광 할만 한 구경거리 추천 해주세요,여행지
전북 무주 갈만한 여행지 있을까,여행지
경상도 놀기 좋은 구경거리 어디 있니,여행지
서울 관광할만한 구경거리 알려줘,여행지
전라도 가봐야 하는 구경거리 알려줘,여행지
경기도 광주 여행지 추천해줘,여행지
충청북도 가볼 만한 관광지 알려주세요,여행지
충청도 가기 좋은 관광지 알려줘,여행지
경상도 관광해볼 만한 관광지 어디 있냐,여행지
서울 들려야 하는 여행지 알려줘,여행지
전북 임실 여행지 있을까,여행지
경상북도 들려야 하는 관광지 알려주라,여행지
나주 유명한 여행장소 어디 있니,여행지
전라도 구경할만한 관광지 알려주라,여행지
여름 여행지 관광지 어디 있냐,여행지
칠곡 유명한 구경거리 어디 있냐,여행지
경상도 들러봐야 하는 구경거리 어디 있니,여행지
청주 꼭 들려야 하는 여행지 추천 해줘,여행지
안암 들러봐야 하는 관광지 알려줘,여행지
경기도 들려야 하는 관광지 알려주세요,여행지
죽전 꼭 가봐야 하는 관광지 알려주세요,여행지
경기 안양 여행지 알려주세요,여행지
철원 볼 만 한 구경거리 알고싶어,여행지
충북 갈만 한 구경거리 추천 해줘,여행지
충남 가기 좋은 관광지 어디 있니,여행지
경상남도 구경 하기 좋은 구경거리 추천 해주라,여행지
강원도 가기 좋은 관광지 알려주라,여행지
경주 가까운 관광지 알려주세요,여행지
진짜 꼭 들려야 하는 관광지 알려주라,여행지
제주도 유명한 관광지 어디 좋을까,여행지
제주 서귀포 여행 가는데 관광지 추천,여행지
밀양 여행지 갈만한 곳 없을까,여행지
아마 여행 갈 것 같은데 무주 여행지 추천,여행지
나 여행 가는데 인천 진짜 좋은 여행지 없을까,여행지
아마 다음 달 여행 가는데 여행지 있나,여행지
청계천 여행할만한 관광지 알려주라,여행지
구로구 놀만한 구경거리 추천해 줘,여행지
강화도 볼만한 구경거리 추천해 주세요,여행지
울릉도 갈만한 관광지 알려줄래,여행지
동구 유명한 관광지 알고싶어,여행지
서구 놀기 좋은 관광지 추천 해주라,여행지
파주 관광할만한 구경거리 추천 해주라,여행지
계룡 근처 한 관광지 알려줘,여행지
수원 가까운 여행지 추천 해줘,여행지
평택 들러봐야 하는 구경거리 알려주라,여행지
금천구 가기 좋은 구경거리 알려주세요,여행지
우도 가볼 만한 관광지 추천해 주라,여행지
광명 꼭 들려야 하는 관광지 추천 해주라,여행지
시흥 이번 여행 어디 갈지 추천,여행지
아마 보령 여행 갈 것 같은데 어디 갈까,여행지
다음 달 아마 충남 태안 놀러 가는데 어디 갈까,여행지
청양 유명한 장소 어디 있니 궁금해,여행지
공주 여행 어디 갈까,여행지
포천 가면 어디 갈까,여행지
이번 화천 여행 갈 것 같거든 어디 갈까,여행지
서울 관광지 궁금하네 알려줘,여행지
대구 관광지 알고 싶어,여행지
광주 관광지 나한테 추천 해주겠니,여행지
대전 관광지 알 수 있을까,여행지
여수 유명한 놀 곳 있나,여행지
창녕 여행지 어디 좋아,여행지
연천 볼만한 거 뭐 있냐,여행지
나 모레 포천 가는데 어디 갈까,여행지
우리 내일 가평 가는데 어디 좋니,여행지
나 이번 달 남자친구랑 놀러 가는데 어디 좋아,여행지
우리 가을 여행 가는데 어디 갈만한 곳 없으려나,여행지
완산구 뭐 있지 볼만한 거,여행지
인사동 진짜 좋은 곳 알려주겠니,여행지
갈만한 여행지 어디 있을까요,여행지
모레 부산 가는데 추천해줘,여행지
이번 주 여행 가는데 특히 광주 어디 갈까,여행지
양구 괜찮은 곳 있니,여행지
양양 이번 가는데 여행지 어디 추천할래,여행지
나 모레 포천 가는데 괜찬은 곳 있냐,여행지
내일 아마 울진 가거든 어디 좋니,여행지
문산 갈만한 곳 보여줘,여행지
경상남도 유명한 곳 어디 있니 내일 여행 가거든,여행지
아마 나 모레 여행 갈듯 한데 대덕 어디 갈까,여행지
송파구 놀만한 구경거리 어디 있니,여행지
성동구 들러봐야 하는 구경거리 추천 해주라,여행지
양천구 볼만한 구경거리 알고싶어,여행지
동대문 꼭 들려야 하는 관광지 있을까 내일 가기 했거든,여행지
남서울 진짜 좋은 명소 추천 좀 해줘,여행지
강북구 꼭 들려야 하는 관광지 알려줄래,여행지
중구 볼만한 관광지 알려주라,여행지
오랜만 광주 여행한다 어디 갈지 말해줘,여행지
간만 여행 가는데 인천 갈 것 같거든 관광지 추천 좀,여행지
양천 구경 할만한 명소 알려줄래,여행지
종로 가기 좋은 명소 알려주세요,여행지
금천구 들려야 하는 명소 추천 해주라,여행지
홍대 근처 구경하기 좋은 관광지 추천 해주라,여행지
이대 근처 구경하기 좋은 명소 알고싶어,여행지
건대 꼭 들려야 하는 관광지 알려줘,여행지
종로구 놀만한 관광지 어디 있냐,여행지
평창 관광할만한 명소 알려줘,여행지
완주 가까운 관광지 알려주라,여행지
여름 진천 관광지 어디 좋니,여행지
모레 명소 추천 해주라,여행지
내일모레 목포 가는데 관광지 알려줘,여행지
아마 여행 갈 거 같으니까 관광지 추천,여행지
나 친구랑 모레 놀러 가는데 서울 관광지 어디 추천,여행지
근데 진짜 좋은 관광지 없을까,여행지
그 때 갔던 관광지 추천,여행지
가을 친구랑 아마 놀러 가는데 부산 관광지 어디 추천,여행지
봄 진짜 좋은 관광지 없을까,여행지
강원도 갈만한 관광지 추천,여행지
영덕 명소 어디 있니,여행지
겨울 관광지 알려줄래,여행지
서산 명소 추천 해주세요,여행지
서천 소문난 명소 알려줘,여행지
이번 관광지 알려주라,여행지
오늘 명소 알려줄래,여행지
모레 명소 추천 해줘,여행지
가을 관광지 알려주라,여행지
봄 관광지 추천 해주라,여행지
여름 강남 명소 알려줘,여행지
가을 명소 추천 해주세요,여행지
겨울 관광지 추천 해줘,여행지
1월 관광지 어디 있냐,여행지
2월 진천 관광지 어디 좋니,여행지
3월 명소 추천 해주라,여행지
4월 목포 가는데 관광지 알려줘,여행지
5월 관광지 어디 있냐,여행지
6월 오산 관광지 어디 좋니,여행지
7월 좋은 곳 추천 해줘,여행지
8월 관광지 어디 있을까요,여행지
9월 부산 가는데 추천해줘,여행지
10월 여행 어디 갈까,여행지
11월 영광 제일 유명한 명소 알려줄래,여행지
12월 어디 여행 명소 추천해줘,여행지
영월 주변 진짜 유명한 명소 있을까,여행지
1월 2일 명소 추천,여행지
2월 8일 관광 명소 추천해줘,여행지
3월 16일 어디 갈까,여행지
4월 24일 제일 유명한 명소 알려줄래,여행지
5월 3일 여행 장소 추천해줘,여행지
6월 9일 진짜 유명한 명소 있을까,여행지
